crn,sunday,monday,tuesday,wednesday,thursday,friday,saturdaym,start_time,end_time,start_date,end_date,location,meeting_type
11414,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,BLOC 128,Laboratory,
11414,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
11414,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
11414,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
11415,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 100,Lecture,
11415,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,BLOC 128,Laboratory,
11415,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
11415,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
11415,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
34770,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 100,Lecture,
34770,null,null,T,null,R,null,null,08:25 AM,09:15 AM,01/13/2025,05/06/2025,BLOC 124,Laboratory,
34770,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
34770,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
34770,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
34761,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 100,Lecture,
34761,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,BLOC 124,Laboratory,
34761,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
34761,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
34761,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
34758,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 100,Lecture,
34758,null,null,T,null,R,null,null,11:10 AM,12:00 PM,01/13/2025,05/06/2025,BLOC 124,Laboratory,
34758,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
34758,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
34758,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
18964,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 100,Lecture,
18964,null,null,T,null,R,null,null,12:45 PM,01:35 PM,01/13/2025,05/06/2025,BLOC 124,Laboratory,
18964,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
18964,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
18964,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
18965,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 100,Lecture,
18965,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,BLOC 124,Laboratory,
18965,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
18965,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
18965,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
18967,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 100,Lecture,
18967,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,BLOC 124,Laboratory,
18967,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 113,Examination,
18967,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 113,Examination,
18967,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 113,Examination,
34762,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 107,Lecture,
34762,null,null,T,null,R,null,null,08:25 AM,09:15 AM,01/13/2025,05/06/2025,BLOC 110,Laboratory,
34762,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 111,Examination,
34762,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 111,Examination,
34762,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 111,Examination,
34750,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 107,Lecture,
34750,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,BLOC 110,Laboratory,
34750,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 111,Examination,
34750,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 111,Examination,
34750,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 111,Examination,
34763,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HELD 107,Lecture,
34763,null,null,T,null,R,null,null,11:10 AM,12:00 PM,01/13/2025,05/06/2025,BLOC 110,Laboratory,
34763,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 111,Examination,
34763,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 111,Examination,
34763,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 111,Examination,
11422,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HELD 107,Lecture,
11422,null,null,T,null,R,null,null,05:30 PM,06:20 PM,01/13/2025,05/06/2025,BLOC 133,Laboratory,
11422,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 111,Examination,
11422,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 111,Examination,
11422,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 111,Examination,
11423,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HELD 107,Lecture,
11423,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,BLOC 133,Laboratory,
11423,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 111,Examination,
11423,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 111,Examination,
11423,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 111,Examination,
11424,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HELD 107,Lecture,
11424,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,BLOC 133,Laboratory,
11424,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,ILCB 111,Examination,
11424,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,ILCB 111,Examination,
11424,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,ILCB 111,Examination,
36430,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HECM 119,Lecture,
36430,null,null,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,HECM 119,Laboratory,
36430,null,null,null,null,R,null,null,07:30 PM,09:30 PM,02/13/2025,02/13/2025,null,Examination,
36430,null,null,null,null,R,null,null,07:30 PM,09:30 PM,03/20/2025,03/20/2025,null,Examination,
36430,null,null,null,null,R,null,null,07:30 PM,09:30 PM,04/17/2025,04/17/2025,null,Examination,
11427,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11427,null,null,T,null,R,null,null,08:25 AM,09:15 AM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11427,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11427,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11427,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11428,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11428,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11428,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11428,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11428,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11429,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11429,null,null,T,null,R,null,null,11:10 AM,12:00 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11429,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11429,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11429,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11430,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11430,null,null,T,null,R,null,null,12:45 PM,01:35 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11430,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11430,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11430,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11431,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11431,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11431,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11431,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11431,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11432,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11432,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11432,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11432,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11432,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11433,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11433,null,null,T,null,R,null,null,08:25 AM,09:15 AM,01/13/2025,05/06/2025,BLOC 163,Laboratory,
11433,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11433,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11433,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11434,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11434,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,BLOC 163,Laboratory,
11434,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11434,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11434,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11435,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11435,null,null,T,null,R,null,null,11:10 AM,12:00 PM,01/13/2025,05/06/2025,BLOC 133,Laboratory,
11435,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11435,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11435,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
18981,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
18981,null,null,T,null,R,null,null,12:45 PM,01:35 PM,01/13/2025,05/06/2025,BLOC 133,Laboratory,
18981,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
18981,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
18981,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
18983,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
18983,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,BLOC 163,Laboratory,
18983,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
18983,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
18983,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
18984,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
18984,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,BLOC 163,Laboratory,
18984,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
18984,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
18984,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11436,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11436,null,null,T,null,R,null,null,08:25 AM,09:15 AM,01/13/2025,05/06/2025,BLOC 126,Laboratory,
11436,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11436,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11436,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11437,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11437,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,BLOC 126,Laboratory,
11437,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11437,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11437,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11438,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11438,null,null,T,null,R,null,null,11:10 AM,12:00 PM,01/13/2025,05/06/2025,BLOC 126,Laboratory,
11438,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11438,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11438,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11439,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11439,null,null,T,null,R,null,null,12:45 PM,01:35 PM,01/13/2025,05/06/2025,BLOC 126,Laboratory,
11439,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11439,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11439,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11440,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11440,null,null,T,null,R,null,null,02:20 PM,03:10 PM,01/13/2025,05/06/2025,BLOC 126,Laboratory,
11440,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11440,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11440,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11441,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,ILCB 111,Lecture,
11441,null,null,T,null,R,null,null,03:55 PM,04:45 PM,01/13/2025,05/06/2025,BLOC 126,Laboratory,
11441,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,ILCB 111,Examination,
11441,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,ILCB 111,Examination,
11441,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,ILCB 111,Examination,
11442,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11442,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11442,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11442,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11442,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11443,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11443,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11443,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11443,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11443,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11444,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11444,null,M,null,W,null,null,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11444,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11444,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11444,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11445,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11445,null,M,null,W,null,null,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11445,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11445,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11445,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11446,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11446,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11446,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11446,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11446,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11447,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11447,null,M,null,W,null,null,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11447,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11447,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11447,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11448,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11448,null,M,null,W,null,null,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11448,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11448,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11448,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
12977,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
12977,null,M,null,W,null,null,null,04:10 PM,05:00 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
12977,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
12977,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
12977,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11450,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11450,null,M,null,W,null,null,null,05:45 PM,06:35 PM,01/13/2025,05/06/2025,HEB 223,Laboratory,
11450,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 100,Examination,
11450,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 100,Examination,
11450,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 100,Examination,
11451,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11451,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,HEB 222,Laboratory,
11451,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 200,Examination,
11451,null,null,T,null,null,null,null,07:30 PM,09:30 PM,03/18/2025,03/18/2025,HELD 200,Examination,
11451,null,null,T,null,null,null,null,07:30 PM,09:30 PM,04/15/2025,04/15/2025,HELD 200,Examination,
11449,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HELD 100,Lecture,
11449,null,M,null,W,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HEB 222,Laboratory,
11449,null,null,T,null,null,null,null,07:30 PM,09:30 PM,02/11/2025,02/11/2025,HELD 200,Examination,
