course_ccode,course_cnumber,prereq_ccode,prereq_cnumber,equi_id
SPAN,306,SPAN,342,1,
SPAN,306,SPAN,350,1,
SPAN,306,SPAN,352,1,
SPAN,307,SPAN,302,1,
SPAN,307,SPAN,303,1,
SPAN,307,SPAN,304,1,
SPAN,307,SPAN,306,1,
SPAN,307,SPAN,301,1,
SPAN,307,SPAN,311,1,
SPAN,307,SPAN,312,1,
SPAN,307,SPAN,318,1,
SPAN,307,SPAN,320,1,
SPAN,307,SPAN,331,1,
SPAN,307,SPAN,332,1,
SPAN,307,SPAN,341,1,
SPAN,307,SPAN,342,1,
SPAN,307,SPAN,350,1,
SPAN,307,SPAN,352,1,
SPAN,312,SPAN,202,1,
SPAN,312,SPAN,203,1,
SPAN,312,SPAN,222,1,
SPAN,318,SPAN,218,1,
SPAN,318,SPAN,302,1,
SPAN,318,SPAN,303,1,
SPAN,318,SPAN,304,1,
SPAN,318,SPAN,306,1,
SPAN,318,SPAN,307,1,
SPAN,318,SPAN,301,1,
SPAN,318,SPAN,311,1,
SPAN,318,SPAN,312,1,
SPAN,318,SPAN,320,1,
SPAN,318,SPAN,331,1,
SPAN,318,SPAN,332,1,
SPAN,318,SPAN,341,1,
SPAN,318,SPAN,342,1,
SPAN,318,SPAN,350,1,
SPAN,318,SPAN,352,1,
SPAN,320,SPAN,302,1,
SPAN,320,SPAN,303,1,
SPAN,320,SPAN,304,1,
SPAN,320,SPAN,306,1,
SPAN,320,SPAN,307,1,
SPAN,320,SPAN,301,1,
SPAN,320,SPAN,311,1,
SPAN,320,SPAN,312,1,
SPAN,320,SPAN,318,1,
SPAN,320,SPAN,331,1,
SPAN,320,SPAN,332,1,
SPAN,320,SPAN,341,1,
SPAN,320,SPAN,342,1,
SPAN,320,SPAN,350,1,
SPAN,320,SPAN,352,1,
SPAN,350,SPAN,302,1,
SPAN,350,SPAN,303,1,
SPAN,350,SPAN,304,1,
SPAN,350,SPAN,306,1,
SPAN,350,SPAN,307,1,
SPAN,350,SPAN,301,1,
SPAN,350,SPAN,311,1,
SPAN,350,SPAN,312,1,
SPAN,350,SPAN,318,1,
SPAN,350,SPAN,320,1,
SPAN,350,SPAN,331,1,
SPAN,350,SPAN,332,1,
SPAN,350,SPAN,341,1,
SPAN,350,SPAN,342,1,
SPAN,350,SPAN,352,1,
SPAN,413,SPAN,301,1,
SPAN,413,SPAN,302,1,
SPAN,413,SPAN,303,1,
SPAN,413,SPAN,304,1,
SPAN,413,SPAN,306,1,
SPAN,413,SPAN,307,1,
SPAN,413,SPAN,311,1,
SPAN,413,SPAN,312,1,
SPAN,413,SPAN,318,1,
SPAN,413,SPAN,320,1,
SPAN,413,SPAN,331,1,
SPAN,413,SPAN,332,1,
SPAN,413,SPAN,341,1,
SPAN,413,SPAN,342,1,
SPAN,413,SPAN,350,1,
SPAN,413,SPAN,352,1,
SPAN,413,SPAN,301,2,
SPAN,413,SPAN,302,2,
SPAN,413,SPAN,303,2,
SPAN,413,SPAN,304,2,
SPAN,413,SPAN,306,2,
SPAN,413,SPAN,307,2,
SPAN,413,SPAN,311,2,
SPAN,413,SPAN,312,2,
SPAN,413,SPAN,318,2,
SPAN,413,SPAN,320,2,
SPAN,413,SPAN,331,2,
SPAN,413,SPAN,332,2,
SPAN,413,SPAN,341,2,
SPAN,413,SPAN,342,2,
SPAN,413,SPAN,350,2,
SPAN,413,SPAN,352,2,
SPAN,421,SPAN,301,1,
SPAN,421,SPAN,302,1,
SPAN,421,SPAN,303,1,
SPAN,421,SPAN,304,1,
SPAN,421,SPAN,306,1,
SPAN,421,SPAN,307,1,
SPAN,421,SPAN,311,1,
SPAN,421,SPAN,312,1,
SPAN,421,SPAN,318,1,
SPAN,421,SPAN,320,1,
SPAN,421,SPAN,331,1,
SPAN,421,SPAN,332,1,
SPAN,421,SPAN,341,1,
SPAN,421,SPAN,342,1,
SPAN,421,SPAN,350,1,
SPAN,421,SPAN,352,1,
SPAN,421,SPAN,301,2,
SPAN,421,SPAN,302,2,
SPAN,421,SPAN,303,2,
SPAN,421,SPAN,304,2,
SPAN,421,SPAN,306,2,
SPAN,421,SPAN,307,2,
SPAN,421,SPAN,311,2,
SPAN,421,SPAN,312,2,
SPAN,421,SPAN,318,2,
SPAN,421,SPAN,320,2,
SPAN,421,SPAN,331,2,
SPAN,421,SPAN,332,2,
SPAN,421,SPAN,341,2,
SPAN,421,SPAN,342,2,
SPAN,421,SPAN,350,2,
SPAN,421,SPAN,352,2,
SPED,316,INST,210,1,
SPED,321,INST,210,1,
SPED,325,SEFB,315,1,
SPED,325,SEFB,325,2,
SPED,326,SPED,316,1,
SPED,601,SPED,604,1,
SPED,601,SPED,699,2,
SPED,605,SPED,601,1,
SPED,605,SPED,604,2,
SPED,605,SPED,699,3,
SPMT,260,SPMT,270,1,
SPMT,262,SPMT,260,1,
SPMT,262,SPMT,272,2,
SPMT,265,ENGL,103,1,
SPMT,265,ENGL,104,1,
SPMT,265,SPMT,260,2,
SPMT,265,SPMT,262,3,
SPMT,265,SPMT,270,4,
SPMT,265,SPMT,272,5,
SPMT,265,COMM,203,6,
SPMT,270,SPMT,260,1,
SPMT,272,SPMT,270,1,
SPMT,272,SPMT,262,2,
SPMT,295,SPMT,260,1,
SPMT,295,SPMT,270,2,
SPMT,295,SPMT,265,3,
SPMT,360,SPMT,260,1,
SPMT,360,SPMT,262,2,
SPMT,360,SPMT,265,3,
SPMT,360,SPMT,270,4,
SPMT,360,SPMT,272,5,
SPMT,360,SPMT,295,6,
SPMT,362,SPMT,260,1,
SPMT,362,SPMT,262,2,
SPMT,362,SPMT,265,3,
SPMT,362,SPMT,270,4,
SPMT,362,SPMT,272,5,
SPMT,362,SPMT,295,6,
SPMT,364,SPMT,260,1,
SPMT,364,SPMT,262,2,
SPMT,364,SPMT,265,3,
SPMT,364,SPMT,270,4,
SPMT,364,SPMT,272,5,
SPMT,364,SPMT,295,6,
SPMT,366,SPMT,260,1,
SPMT,366,SPMT,262,2,
SPMT,366,SPMT,265,3,
SPMT,366,SPMT,270,4,
SPMT,366,SPMT,272,5,
SPMT,366,SPMT,295,6,
SPMT,370,SPMT,260,1,
SPMT,370,SPMT,262,2,
SPMT,370,SPMT,265,3,
SPMT,370,SPMT,270,4,
SPMT,370,SPMT,272,5,
SPMT,370,SPMT,295,6,
SPMT,372,SPMT,260,1,
SPMT,372,SPMT,262,2,
SPMT,372,SPMT,265,3,
SPMT,372,SPMT,270,4,
SPMT,372,SPMT,272,5,
SPMT,372,SPMT,295,6,
SPMT,374,SPMT,260,1,
SPMT,374,SPMT,262,2,
SPMT,374,SPMT,265,3,
SPMT,374,SPMT,270,4,
SPMT,374,SPMT,272,5,
SPMT,374,SPMT,295,6,
SPMT,401,SPMT,295,1,
SPMT,401,SPMT,481,2,
SPMT,455,SPMT,481,1,
SPMT,460,SPMT,360,1,
SPMT,460,SPMT,362,2,
SPMT,460,SPMT,364,3,
SPMT,460,SPMT,366,4,
SPMT,460,SPMT,370,5,
SPMT,460,SPMT,372,6,
SPMT,460,SPMT,374,7,
SPMT,462,SPMT,360,1,
SPMT,462,SPMT,362,2,
SPMT,462,SPMT,364,3,
SPMT,462,SPMT,366,4,
SPMT,462,SPMT,370,5,
SPMT,462,SPMT,372,6,
SPMT,462,SPMT,374,7,
SPMT,470,SPMT,360,1,
SPMT,470,SPMT,362,2,
SPMT,470,SPMT,364,3,
SPMT,470,SPMT,366,4,
SPMT,470,SPMT,370,5,
SPMT,470,SPMT,372,6,
SPMT,470,SPMT,374,7,
SPMT,472,SPMT,360,1,
SPMT,472,SPMT,362,2,
SPMT,472,SPMT,364,3,
SPMT,472,SPMT,366,4,
SPMT,472,SPMT,370,5,
SPMT,472,SPMT,372,6,
SPMT,472,SPMT,374,7,
SPMT,484,SPMT,402,1,
SPSY,614,SPSY,612,1,
SPSY,614,SPSY,617,2,
SPSY,641,SPSY,610,1,
STAT,211,MATH,148,1,
STAT,211,MATH,152,1,
STAT,211,MATH,172,1,
STAT,212,STAT,211,1,
STAT,302,MATH,141,1,
STAT,302,MATH,168,1,
STAT,302,MATH,131,1,
STAT,302,MATH,140,1,
STAT,302,MATH,147,1,
STAT,302,MATH,150,1,
STAT,302,MATH,151,1,
STAT,302,MATH,171,1,
STAT,302,MATH,142,1,
STAT,312,MATH,147,1,
STAT,312,MATH,142,1,
STAT,312,MATH,151,1,
STAT,312,MATH,171,1,
STAT,312,STAT,201,2,
STAT,312,MATH,148,2,
STAT,312,MATH,152,2,
STAT,312,MATH,172,2,
STAT,404,STAT,212,1,
STAT,408,STAT,212,1,
STAT,408,MATH,304,2,
STAT,408,MATH,323,2,
STAT,414,MATH,221,1,
STAT,414,MATH,251,1,
STAT,414,MATH,253,1,
STAT,415,STAT,414,1,
STAT,415,MATH,411,1,
STAT,426,STAT,408,1,
STAT,426,STAT,414,2,
STAT,438,MATH,221,1,
STAT,438,STAT,408,2,
STAT,446,STAT,212,1,
STAT,446,STAT,408,2,
STAT,482,STAT,404,1,
STAT,482,STAT,408,2,
STAT,618,STAT,612,1,
STAT,618,STAT,613,2,
STAT,618,STAT,616,3,
STAT,692,STAT,642,1,
STAT,693,STAT,648,1,
TCMG,476,TCMG,303,1,
TCMG,476,TCMG,304,1,
TEFB,371,EDCI,354,1,
TEFB,410,TEFB,412,1,
TEFB,410,TEFB,413,2,
TEFB,410,RDNG,467,3,
TEFB,412,MATH,365,1,
TEFB,412,MATH,366,2,
TEFB,412,RDNG,467,3,
TEFB,412,TEFB,410,4,
TEFB,412,TEFB,413,5,
TEFB,413,TEFB,273,1,
TEFB,413,RDNG,467,2,
TEFB,413,TEFB,410,3,
TEFB,413,TEFB,412,4,
THEA,342,PVFA,111,1,
URPN,310,URPN,210,1,
URPN,320,URPN,220,1,
URPN,326,URSC,325,1,
URPN,493,URPN,310,1,
URPN,493,URPN,331,1,
URPN,493,URPN,469,1,
URPN,493,LAND,494,2,
VIBS,310,BIOL,112,1,
VIBS,310,CHEM,228,2,
VIBS,310,PHYS,202,3,
VIBS,310,MATH,142,4,
VIBS,310,MATH,151,4,
VIBS,311,BIOL,112,1,
VIBS,311,CHEM,228,2,
VIBS,311,PHYS,202,3,
VIBS,311,MATH,142,4,
VIBS,311,MATH,151,4,
VIBS,411,BIMS,320,1,
VIBS,411,GENE,320,1,
VIBS,445,VIBS,305,1,
VIST,106,VIST,105,1,
VIST,173,VIST,172,1,
VIST,206,VIST,275,1,
VIST,305,VIST,206,1,
VIST,327,VIST,225,1,
VIST,339,VIST,206,1,
VIST,354,VIST,271,1,
VIST,354,VIST,272,1,
VIST,354,ARTS,303,1,
VIST,372,VIST,271,1,
VIST,372,VIST,272,1,
VIST,405,VIST,305,1,
VIST,405,VIST,301,2,
VIST,405,VIST,494,2,
VIST,409,VIST,305,1,
VIST,409,VIST,339,2,
VIST,419,VIST,305,1,
VIST,429,VIST,172,1,
VIST,429,VIST,225,1,
VIST,429,VIST,272,1,
VIST,429,VIST,325,1,
VIST,429,VIST,419,1,
VIST,429,VIST,425,1,
VIST,439,VIST,339,1,
VIST,442,ARTS,349,1,
VIST,442,VIST,206,2,
VIST,480,VIST,386,1,
VIZA,622,VIST,465,1,
VIZA,622,VIZA,611,1,
VPAT,651,VPAT,641,1,
VTMI,610,VIBS,608,1,
VTMI,610,STAT,651,2,
VTPB,334,BIOL,107,1,
VTPB,334,BIOL,111,1,
VTPB,405,BIOL,112,1,
VTPB,405,CHEM,228,2,
VTPB,405,MATH,142,3,
VTPB,405,MATH,151,3,
VTPB,405,PHYS,202,4,
VTPB,407,VTPB,405,1,
VTPB,407,VTPB,409,2,
VTPB,407,VTPB,438,3,
VTPB,410,CHEM,227,1,
VTPB,410,CHEM,228,2,
VTPP,323,BIOL,111,1,
VTPP,425,VTPP,423,1,
VTPP,425,BIOL,320,1,
VTPP,427,VTPP,423,1,
VTPP,427,BIOL,320,1,
VTPP,435,VTPP,434,1,
VTPP,452,BICH,410,1,
VTPP,489,BIOL,111,1,
VTPP,489,BIOL,112,1,
WGST,320,WGST,200,1,
WGST,401,WGST,200,1,
WGST,401,WMST,200,1,
